quantity_order,duration,machine_available,bom_depth,total_operations,total_bom_components,is_delayed
1135,36,4,6,13,36,1
2345,110,2,6,43,58,1
1200,22,5,2,13,26,0
1015,36,4,5,35,49,1
45,15,2,3,12,32,0
753,34,2,4,15,41,1
1774,22,6,1,5,10,0
362,14,4,4,4,44,0
1932,49,4,4,24,32,1
82,9,2,3,5,31,0
1386,83,2,5,37,76,1
1924,60,2,3,17,49,1
1103,10,6,1,5,23,0
2482,36,4,3,6,35,1
717,35,2,2,15,41,0
1814,139,1,4,25,56,1
965,40,4,5,12,82,0
2485,56,6,6,43,48,1
169,15,1,1,2,25,0
2206,56,3,6,25,72,1
1745,26,4,4,0,76,1
1595,33,3,3,7,38,0
76,19,2,6,3,112,1
2438,40,6,2,20,25,0
67,18,2,3,21,34,0
351,18,6,4,2,38,0
1163,29,5,6,18,50,1
1205,24,2,1,0,16,0
1242,39,3,6,28,91,1
2411,50,6,6,22,101,1
1504,74,2,5,32,86,1
1831,61,4,6,40,61,1
125,13,6,4,22,48,0
671,9,6,1,4,25,0
1475,42,2,4,6,25,0
1878,24,5,2,5,17,0
2344,66,2,3,16,57,1
1026,41,3,6,21,52,1
320,22,3,5,12,27,0
217,6,6,1,11,12,0
642,17,6,5,3,63,0
2112,64,2,5,7,20,1
666,35,3,5,36,62,1
1433,60,3,6,30,69,1
1941,23,5,1,4,23,0
1689,30,4,1,12,15,0
246,26,5,5,25,83,1
357,28,1,3,10,16,0
639,32,5,6,7,106,1
1550,64,2,6,39,109,1
2013,42,4,4,32,71,1
1281,57,2,6,44,96,1
373,60,1,5,28,56,1
2378,36,4,2,4,42,0
295,22,6,5,27,47,1
158,4,3,1,4,9,0
1117,51,5,6,39,104,1
2463,71,2,6,16,37,1
465,50,1,4,22,68,1
1776,49,3,2,12,42,1
809,28,5,6,8,52,0
1194,33,3,4,1,6,0
1022,34,5,4,31,35,1
1533,20,6,2,18,29,0
490,31,4,5,30,62,1
1696,34,3,5,6,98,1
2171,76,3,5,29,54,1
1611,53,3,3,25,53,1
2418,40,4,5,2,98,1
350,31,1,2,18,37,0
2020,48,5,3,18,53,0
1876,32,6,5,8,49,1
844,21,3,3,9,31,0
1213,21,4,2,13,36,0
1735,96,1,5,25,60,1
1699,23,5,1,0,26,0
320,18,4,6,29,35,1
271,10,6,2,5,15,0
1452,35,6,4,14,44,0
415,13,5,4,24,29,0
2200,39,3,2,5,17,0
351,11,6,4,17,49,0
1349,61,1,2,0,29,1
253,16,4,1,13,16,0
499,29,1,2,2,40,0
21,13,3,5,16,72,1
570,42,1,5,7,86,1
51,20,1,3,27,41,1
603,32,2,4,16,19,0
1462,162,1,6,24,78,1
1836,25,5,4,11,20,0
1703,41,4,2,18,24,0
143,39,2,6,35,104,1
957,28,4,6,24,33,1
82,18,4,4,28,46,1
408,26,3,6,10,75,1
1438,50,3,6,3,17,1
139,20,2,5,13,50,0
1821,21,6,1,13,18,0
2011,36,3,2,5,16,0
275,17,3,4,16,76,0
1570,34,3,5,1,12,1
1995,29,4,3,7,18,0
802,51,2,6,35,91,1
2310,46,4,6,9,14,0
1322,32,5,4,6,74,0
173,6,4,1,3,24,0
104,8,5,1,13,26,0
1815,116,1,4,15,50,1
1143,78,1,4,24,61,1
2393,71,5,5,40,69,1
831,16,5,4,3,43,0
247,19,4,3,23,39,0
2438,38,5,5,5,84,1
1970,55,2,6,0,33,1
1058,121,1,6,38,97,1
1686,102,1,6,0,18,1
973,55,6,6,39,92,1
546,9,5,2,2,25,0
1613,21,3,3,0,30,0
1989,53,3,5,0,71,1
137,36,5,5,38,83,1
101,28,2,6,20,72,1
552,14,3,1,12,23,0
855,30,6,5,29,85,1
1691,19,5,3,0,29,0
1861,75,2,4,21,30,1
399,29,2,3,21,52,0
1894,56,4,6,45,87,1
52,13,2,6,3,17,0
263,13,3,2,11,19,0
1093,53,3,5,24,90,1
2344,42,5,5,11,68,1
1550,27,5,5,16,31,1
1963,72,2,6,14,57,1
2402,45,6,5,9,85,1
651,29,1,1,2,15,0
2439,46,4,1,6,14,0
699,69,1,4,28,44,1
1286,52,2,5,11,88,1
1960,46,2,2,0,9,0
1089,64,1,4,0,64,1
1496,34,4,6,9,64,1
466,46,1,5,17,59,1
992,11,5,1,1,11,0
2140,72,3,2,16,36,0
1132,23,6,4,7,10,0
158,8,5,2,8,15,0
1362,44,3,5,20,34,1
1189,25,6,3,19,32,0
199,9,6,2,10,26,0
892,15,6,2,5,35,0
2320,66,2,6,13,38,1
409,6,6,1,0,17,0
618,24,4,5,6,12,0
1805,95,1,2,8,19,1
1648,42,4,5,10,27,0
1585,69,1,1,7,24,1
2158,34,5,6,22,42,1
1392,17,5,5,1,61,0
1413,58,1,1,2,7,1
829,11,4,1,3,7,0
829,103,1,4,27,48,1
429,23,6,6,38,77,1
133,48,2,6,43,47,1
431,20,5,5,3,24,0
1518,62,2,3,9,27,0
1607,22,6,4,5,59,0
777,28,6,6,29,108,1
2054,24,5,1,5,23,0
2212,77,5,6,45,59,1
2149,25,6,3,2,17,0
1559,29,3,2,16,44,0
1774,46,2,2,10,18,1
2054,65,2,6,9,27,1
519,34,3,6,31,36,1
1216,25,4,4,2,17,0
395,44,2,6,25,52,1
1607,121,1,3,14,59,1
2462,57,6,6,16,58,1
2303,33,6,5,26,40,1
751,26,3,3,17,60,0
1921,82,2,4,18,73,1
1456,41,4,5,11,67,1
910,54,2,5,23,52,1
2122,22,6,2,4,40,0
2270,45,5,3,23,26,1
2019,120,1,5,26,32,1
251,23,3,4,29,76,1
2395,37,5,2,14,34,0
2030,74,4,5,37,46,1
182,19,5,3,11,20,0
681,12,5,2,1,39,0
173,20,4,3,26,53,1
474,18,5,3,19,44,0
506,15,3,3,8,21,0
709,13,6,2,3,15,0
2452,130,2,5,4,90,1
712,22,5,6,7,40,0
1950,32,3,1,5,10,0
2365,98,2,5,41,85,1
1801,65,2,2,6,33,1
192,6,5,1,5,18,0
638,17,3,1,13,20,0
1741,18,6,1,13,18,0
555,41,5,6,36,42,1
1597,33,4,4,15,52,0
633,30,2,2,14,29,0
603,23,5,6,4,106,1
753,45,2,6,2,71,1
1778,45,3,4,22,29,1
1469,98,1,1,12,17,1
1958,42,5,4,9,75,0
2078,22,6,4,4,6,0
2454,48,5,6,22,114,1
114,14,2,2,14,42,0
2249,62,3,3,17,30,1
26,16,4,4,24,47,0
402,15,6,4,7,13,0
434,12,3,1,4,25,0
2186,28,5,1,1,11,0
581,43,4,6,21,28,1
2086,27,3,1,7,25,0
1130,100,1,5,22,62,1
251,14,6,4,31,62,1
2289,69,2,1,7,12,1
798,19,3,2,3,18,0
724,34,3,5,29,59,1
768,56,1,6,18,28,1
785,24,5,3,22,40,0
2257,38,6,4,17,65,0
88,14,6,4,28,68,0
865,30,2,2,0,44,0
1449,46,3,3,19,49,0
2144,33,4,3,14,35,0
2158,75,3,6,17,89,1
1041,58,2,6,43,81,1
854,37,3,5,32,47,1
96,16,1,4,6,54,0
2100,26,3,1,2,8,0
417,25,3,6,27,99,1
1678,30,4,2,0,7,0
157,17,1,2,6,14,0
2334,175,1,2,1,44,1
241,37,3,6,38,59,1
1960,37,6,6,18,84,1
375,14,4,2,12,31,0
1684,64,3,6,23,30,1
445,9,3,1,4,23,0
408,14,2,1,6,19,0
1244,41,2,5,18,30,1
1424,17,6,4,0,20,0
572,9,4,1,0,4,0
2499,53,5,5,32,44,1
1294,66,2,3,26,37,1
782,28,5,4,27,44,1
2407,74,1,1,4,18,1
2047,49,2,3,8,47,1
1353,54,2,5,11,38,1
2195,31,4,1,8,25,0
1583,17,6,1,1,23,0
1001,30,5,6,10,20,0
2425,51,2,3,0,24,1
1256,22,2,1,2,24,0
369,16,4,2,9,21,0
930,46,4,6,33,70,1
2386,33,6,6,6,33,1
972,16,5,1,3,11,0
1837,108,1,6,1,38,1
1623,33,6,4,18,28,0
1650,72,1,3,5,14,1
2226,69,3,4,31,76,1
226,18,2,5,9,76,0
387,13,5,4,7,60,0
128,9,6,2,10,31,0
199,39,2,6,40,77,1
379,24,5,6,19,100,1
1811,27,5,2,19,32,0
2206,34,5,6,8,69,0
661,30,2,4,7,53,0
1892,36,6,5,14,19,1
1521,14,4,1,1,13,0
779,15,2,2,0,18,0
2431,37,5,4,26,69,1
790,23,6,4,20,65,0
1726,33,3,4,4,34,0
2217,93,1,1,12,17,1
2408,26,5,3,2,39,0
1321,63,3,6,20,52,1
1259,28,4,6,3,14,0
532,23,5,5,15,95,0
531,29,3,3,24,62,1
792,28,5,6,30,38,1
2330,70,2,5,25,88,1
945,37,6,5,34,73,1
2240,63,3,4,5,42,1
1698,16,6,2,0,27,0
497,42,2,4,20,40,1
1860,38,2,1,6,22,0
855,40,6,6,33,54,1
2181,83,3,5,41,59,1
2471,31,6,2,14,35,0
2013,37,6,6,5,96,1
1758,78,1,5,1,58,1
695,34,3,5,23,57,1
2170,140,1,4,27,52,1
2179,25,5,2,0,19,0
1577,22,6,2,0,23,0
1255,47,5,6,27,53,1
48,21,3,5,35,42,1
789,20,6,2,19,37,0
1266,24,5,2,15,31,0
2206,50,4,6,7,22,1
1937,63,2,4,0,3,1
311,15,6,3,25,33,0
2295,73,2,1,2,15,0
656,38,1,3,10,26,1
672,18,5,2,16,42,0
2293,127,1,5,24,59,1
1769,21,6,1,9,21,0
2260,43,2,1,11,17,1
265,27,2,5,40,65,1
607,14,5,1,6,26,0
671,17,6,5,11,83,0
244,9,4,1,7,21,0
1378,41,4,6,16,68,1
779,23,5,6,4,87,0
222,14,6,3,13,24,0
472,6,5,1,1,2,0
2493,38,6,4,16,29,1
292,47,1,5,34,72,1
1496,17,5,1,6,13,0
1440,28,6,6,0,16,0
97,40,4,6,35,103,1
1077,32,6,5,14,70,1
470,23,6,4,18,79,0
2335,23,5,1,2,12,0
2478,182,1,1,9,18,1
1734,69,1,4,4,19,1
1386,79,1,4,18,65,1
524,44,1,4,4,14,0
712,29,3,6,11,47,0
1663,34,5,5,18,83,1
2076,70,2,4,11,78,1
32,31,5,5,35,65,1
2470,49,3,3,11,36,1
1063,35,1,1,1,19,0
1840,33,3,1,0,18,0
2165,38,4,2,18,35,0
1314,37,4,3,15,20,0
1144,43,5,4,33,66,1
2193,41,5,4,32,51,1
371,34,2,6,48,112,1
2186,73,2,3,17,47,1
1909,49,4,4,28,73,1
1294,59,1,2,12,21,1
524,19,3,5,4,49,0
458,20,2,1,8,17,0
1933,21,6,3,23,46,0
1516,51,2,1,12,24,0
1257,116,1,5,37,76,1
1865,89,1,3,0,4,1
883,27,5,5,9,52,1
1438,71,3,4,32,76,1
2359,137,1,4,22,41,1
2288,71,2,4,10,12,1
1764,88,2,5,23,89,1
932,27,4,5,23,42,1
2169,148,1,5,6,28,1
1046,9,6,1,1,17,0
1426,36,5,5,20,79,1
2291,72,3,4,19,21,1
323,17,6,2,20,36,0
2266,37,5,5,9,66,1
2007,52,2,2,14,16,0
1047,22,6,4,14,40,0
1666,55,5,5,39,89,1
1788,51,2,1,7,8,0
1024,26,2,1,1,16,0
1103,36,2,2,5,27,0
1134,74,2,6,36,80,1
707,14,2,1,1,8,0
2189,33,4,1,11,21,0
1414,14,6,1,9,19,0
1165,32,5,4,3,80,0
1053,12,4,1,6,11,0
1939,40,4,3,12,22,0
1023,72,1,5,16,89,1
236,12,1,1,8,13,0
1838,136,1,6,25,104,1
1502,59,3,6,27,87,1
831,42,1,1,0,20,0
2033,21,5,1,11,15,0
880,12,4,3,4,38,0
2462,19,5,1,6,9,0
2259,18,6,1,7,19,0
2095,166,1,5,19,91,1
1805,33,3,6,1,54,1
197,8,6,3,3,54,0
1090,42,3,6,14,87,1
950,24,6,3,5,29,0
2330,72,4,6,21,41,1
535,15,5,1,11,16,0
345,49,2,6,31,48,1
1088,33,5,6,19,38,1
171,18,1,3,3,50,0
603,19,2,2,0,32,0
1948,41,3,3,14,32,0
2216,32,4,3,17,35,1
69,13,4,3,13,54,0
1911,45,3,4,2,21,0
2268,123,1,4,28,49,1
415,27,3,4,26,29,1
673,12,6,3,4,19,0
1142,77,1,2,2,17,1
1109,42,2,3,21,24,1
551,18,3,1,6,14,0
1347,60,1,2,5,10,0
1007,61,2,4,25,57,1
1150,39,3,6,0,91,1
877,34,4,6,18,105,1
2076,60,3,5,6,82,1
441,13,5,2,3,40,0
749,23,3,4,11,40,0
1383,25,5,2,19,35,0
192,16,2,2,17,44,0
2170,80,3,6,40,69,1
1216,42,2,3,18,42,1
1179,33,2,1,5,19,0
840,67,1,5,3,76,1
1661,53,2,4,0,25,1
1146,43,2,2,8,14,0
485,27,3,5,14,96,1
1336,20,3,2,7,22,0
980,36,4,6,14,55,0
1029,40,1,1,1,5,0
1151,80,2,6,38,56,1
1846,149,1,5,21,52,1
170,18,5,4,17,37,0
2458,56,2,2,15,39,1
207,10,1,1,1,12,0
1293,58,4,6,35,83,1
669,25,4,5,19,23,0
1785,67,2,6,15,29,1
1080,20,5,2,2,40,0
2020,22,4,2,1,6,0
408,27,4,4,34,55,1
1743,20,5,1,9,25,0
1592,126,1,3,24,54,1
2135,36,4,6,4,12,1
2181,32,3,2,1,19,0
84,14,6,5,19,57,0
2194,53,6,6,33,82,1
611,29,4,4,33,38,1
846,51,1,4,19,42,1
1538,96,1,2,17,43,1
509,29,2,2,19,24,0
1606,45,3,2,20,33,0
147,23,1,3,13,22,0
2107,29,5,2,14,33,0
1804,85,3,6,43,80,1
982,38,6,6,42,71,1
1652,32,3,1,10,21,0
1895,50,5,5,38,76,1
2311,50,4,2,11,32,0
2038,74,5,6,47,114,1
1910,50,5,6,4,34,1
1459,33,4,6,1,61,1
556,26,4,3,21,60,0
931,31,4,5,15,44,1
590,29,4,4,29,59,1
1382,59,4,6,46,56,1
1966,36,5,2,10,38,0
2013,95,2,6,37,48,1
2106,125,2,5,41,80,1
713,54,1,4,23,33,1
2318,64,2,3,18,29,1
2413,30,6,1,13,22,0
1635,60,2,2,4,36,0
647,12,5,1,8,24,0
1019,36,4,3,26,54,1
650,38,4,5,38,76,1
1871,43,5,5,10,49,1
1215,27,6,3,13,40,0
695,34,2,6,22,34,1
1861,27,5,3,20,42,0
197,17,1,2,15,25,0
1629,42,4,4,20,68,1
1697,25,3,1,6,20,0
994,61,1,1,6,26,0
557,17,6,5,3,94,1
1441,175,1,6,32,56,1
885,21,5,5,13,18,0
627,37,2,2,18,37,0
2471,70,4,3,26,34,1
1375,18,6,1,4,10,0
1253,20,6,2,3,34,0
912,42,3,5,30,79,1
172,27,1,5,17,73,1
1984,44,3,1,11,21,0
279,30,2,5,30,93,1
641,46,2,6,29,89,1
915,46,3,5,20,50,1
2024,59,4,4,29,48,1
1651,82,2,3,22,55,1
214,29,3,5,40,52,1
591,42,1,4,3,16,0
1589,38,3,2,4,41,0
850,34,3,5,40,51,1
1846,57,5,6,44,105,1
1261,28,2,2,9,15,0
1729,42,4,5,26,98,1
1652,28,4,1,13,24,0
2307,38,5,4,12,67,1
884,27,6,4,20,26,0
1474,18,4,1,12,18,0
2253,58,3,3,20,28,1
699,27,5,6,39,41,1
2020,115,1,4,14,26,1
1432,37,2,2,19,25,1
2011,71,2,6,19,100,1
681,30,2,4,4,41,1
1181,37,3,3,21,40,0
1505,72,1,2,5,42,1
953,40,5,6,29,55,1
2256,31,5,2,4,24,0
1459,42,2,1,12,22,0
905,57,1,5,28,63,1
2199,81,1,1,4,26,1
1346,108,1,6,24,71,1
174,12,4,5,12,23,0
2371,28,4,1,7,20,0
2078,62,2,5,30,45,1
1115,77,1,4,19,33,1
1763,24,6,2,7,32,0
2362,127,1,5,8,97,1
1948,50,5,4,20,48,1
380,15,5,3,18,36,0
1890,46,2,1,12,23,0
862,24,6,3,19,59,0
393,57,1,6,14,112,1
1941,44,6,4,25,78,1
434,25,2,3,21,54,0
2218,29,5,3,9,33,0
638,23,5,4,10,73,0
904,18,4,2,4,9,0
2384,104,2,5,40,54,1
607,37,2,6,10,77,1
2346,137,1,6,26,84,1
602,40,1,1,13,26,0
1697,37,4,5,18,41,1
582,11,3,1,1,26,0
2085,55,6,6,37,66,1
2100,88,3,5,22,54,1
1714,43,3,3,20,36,1
2480,57,2,2,0,11,1
186,6,6,3,2,24,0
538,13,2,2,2,13,0
1643,36,6,4,27,68,1
975,12,5,1,13,17,0
1527,27,2,1,3,7,0
207,35,2,4,29,40,1
862,24,2,5,4,35,0
1547,38,4,4,14,26,1
2079,99,2,6,37,83,1
1090,79,1,4,13,63,1
107,13,1,2,13,16,0
1913,60,6,6,48,70,1
444,15,5,4,7,16,0
646,13,4,1,7,15,0
597,14,6,3,18,42,0
353,27,1,2,8,36,0
1327,21,4,2,10,25,0
1989,35,4,5,12,18,1
580,21,5,3,26,58,0
620,21,4,2,18,25,0
1737,63,2,4,25,67,1
2300,40,4,2,20,34,1
1864,34,5,2,18,43,0
969,10,6,2,4,18,0
2089,29,5,5,8,93,1
2448,36,5,2,19,35,1
2334,115,1,2,2,43,1
541,35,2,5,31,50,1
1187,91,1,6,4,97,1
2440,28,6,3,7,57,0
1101,37,3,6,13,108,1
1911,14,6,1,7,15,0
893,27,2,5,2,29,0
2271,70,4,5,23,96,1
1688,19,5,2,12,42,0
2433,39,3,2,10,14,1
2270,54,2,1,12,26,1
2136,116,1,2,7,41,1
1759,41,5,4,30,59,1
791,20,6,2,17,32,0
2115,109,1,2,17,40,1
890,37,2,4,6,9,0
456,13,2,1,5,16,0
2123,29,6,4,15,75,0
1793,66,3,5,32,70,1
1287,20,6,4,2,30,0
2001,39,4,3,5,58,1
1077,55,1,5,3,21,1
1587,25,3,2,3,23,0
1021,28,5,5,3,66,0
2284,35,4,1,9,16,0
783,16,3,1,8,18,0
1824,137,1,4,16,30,1
2436,75,2,5,16,77,1
1211,13,5,2,0,23,0
1460,18,6,1,3,9,0
316,28,1,6,13,21,1
788,28,4,2,19,29,0
2325,68,4,6,26,70,1
17,12,2,3,10,41,0
485,34,2,6,2,67,0
1330,15,5,1,7,26,0
2221,41,6,4,29,53,1
494,14,5,3,7,47,0
914,50,2,5,21,83,1
568,23,2,2,9,29,0
1977,26,4,1,0,22,0
2295,55,2,3,7,19,1
1137,33,3,3,21,58,0
1243,53,1,1,0,5,0
477,27,2,5,20,25,1
2443,58,5,5,38,60,1
857,26,6,4,23,29,1
2444,38,6,6,8,111,1
268,19,6,5,25,64,0
292,17,3,4,8,33,0
1659,30,5,6,19,34,1
1908,36,3,3,23,40,1
49,5,2,1,2,26,0
2277,190,1,5,35,89,1
1024,18,6,4,8,33,0
622,21,5,3,21,35,0
1925,27,6,5,0,65,0
697,16,3,2,4,34,0
622,20,4,3,8,30,0
2317,97,2,5,36,62,1
2423,193,1,3,5,31,1
1791,49,2,1,2,17,0
1820,26,4,1,7,21,0
1557,56,1,1,9,13,1
1940,86,4,6,42,93,1
1162,41,2,2,12,27,0
584,16,3,1,3,17,0
1920,47,2,2,3,29,0
1022,24,2,1,10,19,0
679,60,2,6,43,68,1
278,13,5,3,4,7,0
1293,56,4,5,29,93,1
933,34,4,5,9,20,0
1135,13,6,1,8,19,0
1539,45,4,5,28,69,1
1768,18,6,1,7,16,0
1604,25,5,1,6,11,0
256,20,3,4,20,46,0
1570,21,6,4,8,49,0
2188,66,2,4,1,42,1
2410,37,3,2,3,44,0
2253,35,5,4,7,62,1
1949,28,4,1,12,20,0
939,33,6,6,13,47,0
236,40,2,6,48,113,1
274,25,1,3,12,33,0
1405,89,1,4,20,48,1
1467,41,3,6,23,31,1
655,23,4,4,17,26,0
2268,106,1,3,12,24,1
1428,59,3,6,39,44,1
1483,19,5,1,9,24,0
1397,39,3,2,11,42,0
1909,63,3,4,32,79,1
1259,66,3,6,30,81,1
991,55,2,6,17,87,1
1164,25,3,3,2,28,0
597,13,6,1,11,16,0
485,33,3,5,24,34,1
1831,130,2,6,44,102,1
995,48,2,2,9,24,0
2213,46,5,3,14,59,1
1251,60,4,6,33,99,1
199,27,1,6,2,78,1
1450,114,1,3,13,53,1
990,30,3,3,6,25,0
1708,32,5,4,7,25,0
1725,80,3,6,31,86,1
50,25,1,5,28,75,1
2364,72,2,2,19,41,1
952,13,4,1,5,10,0
347,10,5,1,12,20,0
1347,74,2,5,28,78,1
1108,20,4,3,9,28,0
2336,48,5,3,23,26,0
905,28,5,3,16,46,0
2330,203,1,6,30,96,1
1684,57,2,3,20,47,1
940,17,5,3,1,28,0
298,47,6,6,37,80,1
733,39,5,6,36,58,1
2329,36,4,5,3,18,0
1963,72,1,4,1,24,1
1099,38,3,6,11,105,1
492,24,1,2,2,25,0
945,24,3,3,5,31,0
2305,73,2,4,7,22,1
165,7,2,1,4,9,0
1080,53,5,5,34,55,1
1968,46,6,4,14,39,1
2258,94,2,6,6,97,1
1693,29,5,3,14,52,0
133,22,1,3,12,37,0
2058,53,2,3,5,31,1
977,65,1,4,16,34,1
864,36,1,3,3,18,1
649,27,6,6,21,87,1
2248,88,2,4,31,66,1
1612,77,1,3,26,57,1
451,9,6,1,5,14,0
1954,16,6,1,10,14,0
1848,48,2,2,13,21,0
1839,39,6,3,14,59,0
2200,69,2,3,27,61,1
542,31,2,4,21,59,1
2284,87,3,4,27,50,1
1346,85,1,3,9,60,1
958,17,4,2,5,33,0
2029,61,2,3,27,45,1
469,38,1,6,8,21,1
560,31,6,4,33,53,1
402,9,5,3,3,53,0
1797,57,2,4,8,72,1
854,13,6,3,14,21,0
2267,43,6,5,19,38,1
1148,21,6,4,7,26,0
655,15,6,2,18,43,0
2276,49,6,5,18,84,1
2464,75,2,6,15,48,1
1476,34,4,3,10,12,0
1387,60,3,6,41,116,1
151,10,6,4,7,16,0
510,41,6,5,32,42,1
849,33,3,6,9,64,1
1692,59,2,2,17,33,1
1575,100,1,4,34,75,1
2056,33,5,5,2,22,0
1540,60,5,6,39,54,1
605,44,1,5,26,58,1
1914,72,2,5,27,37,1
290,39,5,6,45,98,1
433,10,3,1,5,14,0
279,30,1,3,14,49,0
163,13,4,4,13,46,0
1760,60,2,4,6,68,1
671,68,1,4,9,67,1
1977,38,5,5,14,36,1
92,23,2,6,30,95,1
1459,33,3,3,9,15,0
1308,35,2,2,16,32,0
2341,94,2,4,28,62,1
989,57,3,6,48,93,1
2230,34,6,3,11,46,0
1669,33,3,3,14,18,1
1408,33,2,1,9,18,0
642,35,3,6,11,72,1
1541,24,6,4,24,29,1
796,77,1,5,40,68,1
407,16,3,3,4,48,0
1153,19,3,3,3,12,0
943,30,2,2,11,13,0
1470,75,1,1,8,20,1
1862,42,4,3,24,55,1
295,9,4,3,2,22,0
274,20,5,5,2,61,0
2377,79,3,5,25,60,1
2146,40,3,2,17,26,0
1687,93,1,6,16,79,1
1236,17,6,2,9,35,0
830,17,4,2,1,29,0
1772,39,5,5,23,28,1
2391,125,1,6,10,93,1
2279,61,3,5,23,42,1
50,3,4,1,2,25,0
1741,30,5,4,22,65,1
77,21,2,4,31,37,0
997,16,4,1,6,23,0
1809,53,5,4,33,80,1
1631,193,1,6,40,112,1
1665,65,2,5,18,92,1
1288,25,5,4,1,60,0
704,27,5,6,1,96,0
1095,25,3,5,14,22,0
2489,50,6,6,20,91,1
1703,22,4,1,2,15,0
2325,61,3,2,4,10,0
1068,20,2,1,10,19,0
788,25,6,4,26,67,1
503,27,5,5,23,91,1
1595,43,3,6,6,19,1
1502,21,6,4,5,18,0
1800,43,4,4,32,55,1
670,29,2,2,16,37,0
1358,84,1,4,16,61,1
1337,28,3,2,13,20,0
1309,69,2,5,41,56,1
1996,223,1,5,29,57,1
2054,49,3,6,7,47,1
1938,42,2,2,7,38,1
1357,36,2,1,13,21,0
1068,32,6,5,6,61,0
986,27,3,6,5,12,0
491,14,2,1,3,6,0
737,22,5,5,0,65,0
1041,41,3,5,14,79,1
352,37,2,6,30,90,1
1457,38,6,6,24,86,1
2389,130,1,3,14,32,1
2495,201,1,4,32,55,1
2231,47,5,4,34,68,1
536,15,3,1,6,11,0
1906,22,6,4,4,78,0
668,23,2,1,4,21,0
2083,104,2,5,35,53,1
829,46,1,3,16,48,1
415,16,6,3,20,28,0
2289,48,5,5,13,50,1
1583,103,1,6,28,74,1
1821,69,1,2,7,34,1
514,15,5,2,1,37,0
188,16,3,4,0,56,0
141,28,2,6,28,72,1
1856,23,3,1,3,16,0
1488,29,6,3,18,61,0
2405,63,4,4,28,77,1
781,15,4,5,4,47,0
1439,43,4,6,31,45,1
2133,36,5,3,27,38,0
588,28,1,1,3,23,0
1525,29,3,1,7,20,0
203,16,2,2,18,42,0
2017,42,4,4,11,16,0
1195,30,3,5,0,26,0
2404,33,4,3,6,12,0
1394,15,4,1,0,12,0
1802,47,2,3,1,15,0
1120,35,6,5,6,94,0
2271,30,6,3,16,41,0
1946,23,6,4,2,16,0
789,14,5,2,5,35,0
271,30,1,3,21,39,0
739,45,5,6,42,75,1
292,13,3,2,17,34,0
1500,49,5,5,41,53,1
371,11,3,2,4,20,0
450,21,3,3,22,45,0
2150,123,1,3,22,30,1
1654,66,2,6,20,34,1
876,59,1,1,7,13,0
1457,41,6,6,25,67,1
151,21,6,3,21,38,0
1324,25,5,2,14,29,0
1465,54,3,6,20,95,1
1885,50,4,6,19,116,1
1857,22,4,1,6,18,0
1722,38,3,3,3,24,0
710,42,1,3,20,39,1
1007,44,2,5,20,40,1
2106,99,1,1,0,13,1
1335,42,3,5,14,17,1
890,30,3,5,16,40,1
1223,75,2,5,13,43,1
1169,39,5,4,18,67,1
564,39,5,5,33,78,1
413,30,2,6,5,109,1
901,21,5,2,12,20,0
611,30,4,6,48,74,1
1840,34,5,6,5,26,1
350,19,5,3,20,34,0
1978,36,5,4,4,46,1
713,29,4,5,6,52,1
327,15,5,3,0,40,0
1396,17,6,1,12,26,0
2439,42,4,1,2,19,0
2290,81,2,3,21,42,1
1810,101,1,2,0,14,1
1377,43,2,3,12,29,0
1582,99,1,3,10,57,1
826,33,2,4,26,45,1
562,8,6,1,6,18,0
865,53,1,1,3,14,0
1822,122,1,5,2,16,1
192,19,3,6,24,55,1
1584,78,1,3,0,9,1
406,33,1,3,7,34,0
1737,46,3,2,16,35,0
1527,19,5,1,12,13,0
916,17,5,2,13,27,0
1366,65,3,4,22,79,1
2184,42,4,5,23,75,1
10,8,1,2,5,17,0
28,6,1,1,10,22,0
593,32,3,4,26,67,1
465,20,3,3,5,59,0
2046,45,4,4,22,35,1
1142,45,6,6,30,102,1
1962,28,5,2,3,43,0
2160,52,2,1,0,3,1
997,17,6,2,4,27,0
529,9,5,3,2,9,0
868,75,1,3,3,50,1
183,6,6,1,6,23,0
1376,46,3,6,4,74,1
2488,54,4,5,14,50,1
736,19,5,4,5,32,0
1720,44,4,4,9,32,1
1885,28,5,3,21,31,0
1691,23,6,2,15,35,0
1357,104,1,2,16,43,1
999,64,2,6,45,64,1
429,24,4,5,19,56,0
603,21,4,2,11,35,0
1784,54,2,4,14,18,1
2469,30,4,2,11,14,0
945,28,4,5,21,85,1
1117,25,5,4,5,70,0
1146,17,5,2,3,41,0
341,26,2,4,22,35,1
2098,92,1,3,11,31,1
1803,24,6,3,12,29,0
968,36,6,6,18,36,1
114,25,4,3,21,46,0
211,17,1,2,12,16,0
1852,80,2,5,30,34,1
1876,50,2,4,2,76,1
2006,31,5,1,11,23,0
1299,22,4,3,2,56,0
919,35,3,3,13,39,0
219,8,2,1,1,21,0
572,10,4,1,10,25,0
1573,111,1,2,18,25,1
780,20,5,4,9,23,0
638,24,6,3,16,59,0
1638,98,1,5,14,80,1
1711,51,2,2,18,39,1
396,16,2,2,8,39,0
1945,107,1,5,3,57,1
2353,87,2,5,14,79,1
2315,93,4,6,47,97,1
1114,49,2,5,7,97,1
277,4,5,1,0,8,0
2476,42,4,3,20,26,1
2292,58,3,6,0,36,1
